,Q,A
2642,서울 은평구 역촌동,"병원명은 김한의원 주소는 서울특별시 은평구 갈현로 81, 1층 (역촌동, 그린빌딩) 전화번호는 02-354-5955 입니다."
2643,서울 은평구 응암동,"병원명은 김혜옥내과의원 주소는 서울특별시 은평구 응암로 213, (응암동) 전화번호는 02-303-0022 입니다."
2644,서울 은평구 신사동,"병원명은 꿈나무가정의원 주소는 서울특별시 은평구 갈현로 14, (신사동) 전화번호는 02-358-5089 입니다."
2645,서울 은평구 갈현동,"병원명은 나은성모내과의원 주소는 서울특별시 은평구 서오릉로 166, 유풍빌딩 2층 (갈현동) 전화번호는 02-352-9952 입니다."
2646,서울 은평구 불광동,"병원명은 나이비인후과의원 주소는 서울특별시 은평구 통일로 738, (불광동) 전화번호는 02-3157-3008 입니다."
2647,서울 은평구 대조동,"병원명은 노내과의원 주소는 서울특별시 은평구 통일로 839, (대조동) 전화번호는 02-389-5050 입니다."
2648,서울 은평구 녹번동,"병원명은 녹번삼성키즈소아청소년과의원 주소는 서울특별시 은평구 통일로 630-1, B1층 101-2,101-3호 (녹번동) 전화번호는 02-356-7581 입니다."
2649,서울 은평구 녹번동,"병원명은 녹번상쾌한이비인후과의원 주소는 서울특별시 은평구 통일로 610, 상가동 3층 307~309호 (녹번동, 힐스테이트 녹번) 전화번호는 02-356-7550 입니다."
2650,서울 은평구 대조동,"병원명은 녹십자의원 주소는 서울특별시 은평구 통일로 719, 2층 (대조동) 전화번호는 02-387-2765 입니다."
2651,서울 은평구 신사동,"병원명은 늘편한내과의원 주소는 서울특별시 은평구 갈현로 8, 3층 (신사동) 전화번호는 02-383-9138 입니다."
2652,서울 은평구 진관동,"병원명은 닥터정이비인후과의원 주소는 서울특별시 은평구 진관2로 57-7, 253-B104호 (진관동, 은평뉴타운두산위브아파트) 전화번호는 02-358-5155 입니다."
2653,서울 은평구 대조동,"병원명은 더바른내과의원 주소는 서울특별시 은평구 통일로 715, 4층 일부호 (대조동) 전화번호는 0507-1468-0791 입니다."
2654,서울 은평구 진관동,"병원명은 더편한이비인후과의원 주소는 서울특별시 은평구 진관3로 20, (진관동, SW/메디컬) 전화번호는 02-384-2000 입니다."
2655,서울 은평구 응암동,"병원명은 두리이비인후과의원 주소는 서울특별시 은평구 은평로 240, 녹번역힐스테이트에비뉴 상가동 B1층 B114~117호 (응암동) 전화번호는 02-356-8273 입니다."
2656,서울 은평구 응암동,"병원명은 라온정형외과신경외과의원 주소는 서울특별시 은평구 은평로9길 13, 2층 (응암동, 캐스텔가든) 전화번호는 02-372-1004 입니다."
2657,서울 은평구 갈현동,"병원명은 로하스은평효요양병원 주소는 서울특별시 은평구 연서로 209, 보성빌 2,3일부,4~6층 (갈현동) 전화번호는 02-385-2700 입니다."
2658,서울 은평구 대조동,"병원명은 류종상내과의원 주소는 서울특별시 은평구 통일로 741, 신흥빌딩 5층 (대조동) 전화번호는 02-388-1388 입니다."
2659,서울 은평구 역촌동,"병원명은 리드힐병원 주소는 서울특별시 은평구 연서로 10, 지하2~지상9층 (역촌동) 전화번호는 02-382-7700 입니다."
2660,서울 은평구 불광동,"병원명은 명인의원 주소는 서울특별시 은평구 불광로 104, (불광동) 전화번호는 02-384-0166 입니다."
2661,서울 은평구 대조동,"병원명은 모아가정의학과의원 주소는 서울특별시 은평구 역말로 135, 2층 (대조동) 전화번호는 02-357-1475 입니다."
2662,서울 은평구 갈현동,"병원명은 문화한의원 주소는 서울특별시 은평구 연서로 209, 3층 (갈현동, 보성빌딩) 전화번호는 02-355-8870 입니다."
2663,서울 은평구 녹번동,"병원명은 민현준내과의원 주소는 서울특별시 은평구 통일로 626, 유림빌딩 3층 (녹번동) 전화번호는 02-6929-2726 입니다."
2664,서울 은평구 신사동,"병원명은 박근태내과의원 주소는 서울특별시 은평구 은평로 29, 2층,3층 (신사동) 전화번호는 02-385-0066 입니다."
2665,서울 은평구 역촌동,"병원명은 박미숙산부인과의원 주소는 서울특별시 은평구 연서로 73, (역촌동) 전화번호는 02-355-2229 입니다."
2666,서울 은평구 갈현동,"병원명은 박병섭내과의원 주소는 서울특별시 은평구 통일로 901, 2층 (갈현동) 전화번호는 02-389-6600 입니다."
2667,서울 은평구 응암동,"병원명은 밝은소리이비인후과의원 주소는 서울특별시 은평구 은평로 170, 303호 (응암동, 상현빌딩) 전화번호는 02-388-2080 입니다."
2668,서울 은평구 대조동,"병원명은 백세내과의원 주소는 서울특별시 은평구 불광로 17, 3,4층 (대조동, 대흥빌딩) 전화번호는 02-354-1088 입니다."
2669,서울 은평구 수색동,"병원명은 백수진가정의학과의원 주소는 서울특별시 은평구 은평터널로 65, 3층 (수색동, 대림아파트상가) 전화번호는 02-373-3210 입니다."
2670,서울 은평구 응암동,"병원명은 별소아청소년과의원 주소는 서울특별시 은평구 은평로 220, 119,120호 (응암동, 녹번역e편한세상캐슬아파트) 전화번호는 02-353-9125 입니다."
2671,서울 은평구 응암동,"병원명은 본서부병원 주소는 서울특별시 은평구 은평로 133, (응암동) 전화번호는 02-3156-5000 입니다."
2672,서울 은평구 응암동,"병원명은 부부한의원 주소는 서울특별시 은평구 응암로 175-1, (응암동) 전화번호는 02-309-2488 입니다."
2673,서울 은평구 대조동,"병원명은 불광연세가정의학과의원 주소는 서울특별시 은평구 불광로 8, (대조동) 전화번호는 02-356-8807 입니다."
2674,서울 은평구 응암동,"병원명은 삼성바른내과의원 주소는 서울특별시 은평구 은평로 136, 은경빌딩 2,3층 (응암동) 전화번호는 02-354-0046 입니다."
2675,서울 은평구 응암동,"병원명은 삼성서울키즈소아청소년과의원 주소는 서울특별시 은평구 백련산로 84, (응암동) 전화번호는 02-305-5535 입니다."
2676,서울 은평구 응암동,"병원명은 삼성속편한의원 주소는 서울특별시 은평구 응암로 264, 서울빌딩 2층 (응암동) 전화번호는 02-307-7577 입니다."
2677,서울 은평구 진관동,"병원명은 삼성키즈소아청소년과의원 주소는 서울특별시 은평구 진관2로 57-7, 253동 B106호,B107호 (진관동, 은평뉴타운 우물골두산위브아파트상가) 전화번호는 02-356-1275 입니다."
2678,서울 은평구 역촌동,"병원명은 새연세재활의학과의원 주소는 서울특별시 은평구 갈현로 82, 3층 (역촌동) 전화번호는 02-355-0303 입니다."
2679,서울 은평구 신사동,"병원명은 새절가정의학과의원 주소는 서울특별시 은평구 가좌로 329, 2층 (신사동) 전화번호는 02-305-8880 입니다."
2680,서울 은평구 역촌동,"병원명은 서부성심의원 주소는 서울특별시 은평구 진흥로 91, 1층 (역촌동) 전화번호는 02-386-1070 입니다."
2681,서울 은평구 역촌동,"병원명은 서울성모OK의원 주소는 서울특별시 은평구 진흥로 103, 기린빌딩 5층 (역촌동) 전화번호는 02-332-9266 입니다."
2682,서울 은평구 대조동,"병원명은 서울성모내과의원 주소는 서울특별시 은평구 연서로 146, (대조동) 전화번호는 02-358-0501 입니다."
2683,서울 은평구 갈현동,"병원명은 서울신통의원 주소는 서울특별시 은평구 갈현로 300, 303~305호 (갈현동, (유)갈현상가) 전화번호는 02-353-3388 입니다."
2684,서울 은평구 대조동,"병원명은 서울아산이비인후과의원 주소는 서울특별시 은평구 불광로 25, 2,3층 (대조동) 전화번호는 02-6952-0808 입니다."
2685,서울 은평구 응암동,"병원명은 서울엔도내과의원 주소는 서울특별시 은평구 응암로4길 25-1, 3층 (응암동, 거성빌딩) 전화번호는 02-305-8575 입니다."
2686,서울 은평구 진관동,"병원명은 서울이비인후과의원 주소는 서울특별시 은평구 진관2로 29-21, (진관동) 전화번호는 02-386-5575 입니다."
2687,서울 은평구 구산동,"병원명은 서울재활병원 주소는 서울특별시 은평구 갈현로11길 30, (구산동) 전화번호는 02-6020-3100 입니다."
2688,서울 은평구 구산동,"병원명은 서울탑의원 주소는 서울특별시 은평구 서오릉로 157, 201호 (구산동) 전화번호는 02-351-9114 입니다."
2689,서울 은평구 역촌동,"병원명은 서울특별시서북병원 주소는 서울특별시 은평구 갈현로7길 49, (역촌동) 전화번호는 02-3156-3373 입니다."
2690,서울 은평구 응암동,"병원명은 세브란스의원 주소는 서울특별시 은평구 응암로 181, 2층 (응암동) 전화번호는 02-309-9111 입니다."
2691,서울 은평구 응암동,"병원명은 수내과의원 주소는 서울특별시 은평구 은평로 123, 201호 202호일부호 (응암동, 응암아네스트) 전화번호는 02-359-7557 입니다."
2692,서울 은평구 증산동,"병원명은 숨편한세상신세계한의원 주소는 서울특별시 은평구 수색로 217-1, 402,409호 (증산동, 디엠씨 자이2단지(DMC 자이2단지)) 전화번호는 02-306-7587 입니다."
2693,서울 은평구 응암동,"병원명은 승리한의원 주소는 서울특별시 은평구 응암로 207, 선재빌딩   동 2층 (응암동) 전화번호는 02-303-8775 입니다."
2694,서울 은평구 신사동,"병원명은 신사중앙의원 주소는 서울특별시 은평구 가좌로 322, (신사동) 전화번호는 02-3151-0911 입니다."
2695,서울 은평구 신사동,"병원명은 신사호이비인후과의원 주소는 서울특별시 은평구 가좌로 330, B301,302호 (신사동) 전화번호는 02-373-9119 입니다."
2696,서울 은평구 증산동,"병원명은 신익순 소아청소년과의원 주소는 서울특별시 은평구 수색로 200, DMC센트럴자이 401동 2층 213,214,215호 (증산동) 전화번호는 070-4902-1193 입니다."
2697,서울 은평구 증산동,"병원명은 아이엠유의원 주소는 서울특별시 은평구 수색로 175, 0004호 (증산동, 6호선 디지털미디어시티역) 전화번호는 02-2088-7525 입니다."
2698,서울 은평구 역촌동,"병원명은 아이제일산부인과의원 주소는 서울특별시 은평구 서오릉로 81, (역촌동) 전화번호는 02-355-8113 입니다."
2699,서울 은평구 응암동,"병원명은 안심내과의원 주소는 서울특별시 은평구 은평로 240, B2층 207~210호 (응암동) 전화번호는 02-356-1199 입니다."
2700,서울 은평구 갈현동,"병원명은 양전호내과의원 주소는 서울특별시 은평구 통일로 863, 2층 (갈현동) 전화번호는 02-385-2600 입니다."
2701,서울 은평구 대조동,"병원명은 엄대식이비인후과의원 주소는 서울특별시 은평구 서오릉로 140, (대조동) 전화번호는 02-358-5133 입니다."
2702,서울 은평구 진관동,"병원명은 에스앤비한의원 주소는 서울특별시 은평구 진관3로 37, 은평구 뉴타운2지구 에코테라스 2층 202호 (진관동) 전화번호는 02-3432-7585 입니다."
2703,서울 은평구 불광동,"병원명은 연서정형외과의원 주소는 서울특별시 은평구 연서로 253-9, (불광동) 전화번호는 02-3157-0119 입니다."
2704,서울 은평구 증산동,"병원명은 연세가정의원 주소는 서울특별시 은평구 증산로3길 6, 2층 (증산동, 비자림빌딩) 전화번호는 02-306-8112 입니다."
2705,서울 은평구 역촌동,"병원명은 연세가정의학과의원 주소는 서울특별시 은평구 연서로 1, 2층 (역촌동) 전화번호는 02-356-5325 입니다."
2706,서울 은평구 역촌동,"병원명은 연세가족사랑의원 주소는 서울특별시 은평구 갈현로 82, 304호 (역촌동) 전화번호는 02-385-2075 입니다."
2707,서울 은평구 불광동,"병원명은 연세내과의원 주소는 서울특별시 은평구 불광로 59, 2층 (불광동, 나호) 전화번호는 02-6052-0475 입니다."
2708,서울 은평구 녹번동,"병원명은 연세노블병원 주소는 서울특별시 은평구 서오릉로 37, (녹번동) 전화번호는 02-384-0009 입니다."
2709,서울 은평구 대조동,"병원명은 연세본이비인후과의원 주소는 서울특별시 은평구 통일로 739, 3, 4층 302, 401, 402호 (대조동) 전화번호는 070-8801-5466 입니다."
2710,서울 은평구 응암동,"병원명은 연세사랑의원 주소는 서울특별시 은평구 응암로22길 28-6, 3층 (응암동) 전화번호는 02-375-7585 입니다."
2711,서울 은평구 응암동,"병원명은 연세속편안내과의원 주소는 서울특별시 은평구 은평로 170, 302호 (응암동, 상현빌딩) 전화번호는 02-386-7588 입니다."
2712,서울 은평구 녹번동,"병원명은 연세에덴요양병원 주소는 서울특별시 은평구 통일로 669, (녹번동) 전화번호는 1577-5046 입니다."
2713,서울 은평구 대조동,"병원명은 연세예일의원 주소는 서울특별시 은평구 서오릉로 138, 2층 (대조동) 전화번호는 02-357-6867 입니다."
2714,서울 은평구 대조동,"병원명은 연세우리내과의원 주소는 서울특별시 은평구 서오릉로 140, (대조동) 전화번호는 02-357-8279 입니다."
2715,서울 은평구 불광동,"병원명은 연세이비인후과의원 주소는 서울특별시 은평구 통일로 730, 2층 (불광동, 보광빌딩) 전화번호는 02-386-3332 입니다."
2716,서울 은평구 불광동,"병원명은 연세제일내과의원 주소는 서울특별시 은평구 연서로32길 3, 정원빌딩 5층 (불광동) 전화번호는 02-6010-1140 입니다."
2717,서울 은평구 진관동,"병원명은 연세참소아청소년과의원 주소는 서울특별시 은평구 진관3로 70, 821동 상가 114호 (진관동, 은평뉴타운상림마을) 전화번호는 02-357-3388 입니다."
2718,서울 은평구 신사동,"병원명은 예일성모내과의원 주소는 서울특별시 은평구 은평로 52, 3층 (신사동) 전화번호는 02-376-8275 입니다."
2719,서울 은평구 대조동,"병원명은 예일소아청소년과의원 주소는 서울특별시 은평구 연서로 146, (대조동) 전화번호는 02-384-8400 입니다."
2720,서울 은평구 갈현동,"병원명은 예지소아청소년과의원 주소는 서울특별시 은평구 서오릉로 196, 2층 (갈현동, 구산빌딩) 전화번호는 02-308-1725 입니다."
2721,서울 은평구 응암동,"병원명은 우리가정의원 주소는 서울특별시 은평구 은평로 226, 2층 (응암동) 전화번호는 02-383-0502 입니다."
2722,서울 은평구 불광동,"병원명은 우리사랑내과의원 주소는 서울특별시 은평구 통일로 750, 2층 (불광동, 경일빌딩) 전화번호는 02-354-0557 입니다."
2723,서울 은평구 응암동,"병원명은 우리연합의원 주소는 서울특별시 은평구 은평로 111, 은평이마트 8층 (응암동) 전화번호는 02-356-7768 입니다."
2724,서울 은평구 응암동,"병원명은 원가정의학과의원 주소는 서울특별시 은평구 가좌로7길 7, (응암동) 전화번호는 02-302-8577 입니다."
2725,서울 은평구 갈현동,"병원명은 위더스이비인후과의원 주소는 서울특별시 은평구 갈현로 300, 2층 207호 (갈현동) 전화번호는 02-356-6110 입니다."
2726,서울 은평구 대조동,"병원명은 유원마취통증의학과의원 주소는 서울특별시 은평구 통일로 741, 4층 (대조동, 신흥빌딩402호) 전화번호는 02-387-6216 입니다."
2727,서울 은평구 불광동,"병원명은 유장열이비인후과의원 주소는 서울특별시 은평구 연서로 253, (불광동) 전화번호는 02-389-4849 입니다."
2728,서울 은평구 갈현동,"병원명은 유정내과의원 주소는 서울특별시 은평구 통일로85길 6-11, (갈현동) 전화번호는 02-386-9275 입니다."
2729,서울 은평구 갈현동,"병원명은 윤소아과의원 주소는 서울특별시 은평구 갈현로 255, (갈현동) 전화번호는 02-386-8050 입니다."
2730,서울 은평구 진관동,"병원명은 은평베스트성모내과의원 주소는 서울특별시 은평구 통일로 1034, 2층 211, 212호 (진관동, 은평 스카이뷰 자이) 전화번호는 02-352-1175 입니다."
2731,서울 은평구 불광동,"병원명은 은평성모이비인후과의원 주소는 서울특별시 은평구 연서로32길 3, 정원빌딩 4층 (불광동) 전화번호는 02-389-0100 입니다."
2732,서울 은평구 진관동,"병원명은 은평센트럴소아청소년과의원 주소는 서울특별시 은평구 통일로 1050, 롯데몰 은평점 4층 4-41, 4-13호 (진관동) 전화번호는 6975-5259 입니다."
2733,서울 은평구 구산동,"병원명은 은평연세가정의학과의원 주소는 서울특별시 은평구 서오릉로 217-5, 2층 (구산동) 전화번호는 02-357-6077 입니다."
2734,서울 은평구 갈현동,"병원명은 은평연세병원 주소는 서울특별시 은평구 연서로 177, (갈현동) 전화번호는 02-388-8114 입니다."
2735,서울 은평구 불광동,"병원명은 은평연세소아청소년과의원 주소는 서울특별시 은평구 연서로 246, 2층 (불광동) 전화번호는 02-388-0181 입니다."
2736,서울 은평구 갈현동,"병원명은 은평요양병원 주소는 서울특별시 은평구 통일로 935, (갈현동) 전화번호는 02-384-2311 입니다."
2737,서울 은평구 불광동,"병원명은 은평진내과의원 주소는 서울특별시 은평구 통일로 714, 2층 (불광동) 전화번호는 02-383-7770 입니다."
2738,서울 은평구 응암동,"병원명은 은평탑내과의원 주소는 서울특별시 은평구 은평로 116, 위산 일리온시티 2층 201호 (응암동) 전화번호는 02-6951-5975 입니다."
2739,서울 은평구 역촌동,"병원명은 은평플러스내과의원 주소는 서울특별시 은평구 연서로 74, 보광빌딩 2층 (역촌동) 전화번호는 02-6956-7507 입니다."
2740,서울 은평구 대조동,"병원명은 은혜내과의원 주소는 서울특별시 은평구 진흥로 133, A동 1층 (대조동) 전화번호는 정보없음 입니다."
2741,서울 은평구 대조동,"병원명은 은혜소아청소년과의원 주소는 서울특별시 은평구 진흥로 133, D동 1층 101호 (대조동) 전화번호는 0507-1485-4600 입니다."
2742,서울 은평구 응암동,"병원명은 응암연세이비인후과의원 주소는 서울특별시 은평구 응암로 179, 3층 (응암동) 전화번호는 02-307-5075 입니다."
2743,서울 은평구 갈현동,"병원명은 의료법인 청구성심병원 주소는 서울특별시 은평구 통일로 873, (갈현동) 전화번호는 02-350-3300 입니다."
2744,서울 은평구 신사동,"병원명은 이금자소아과의원 주소는 서울특별시 은평구 갈현로 16, 2층 (신사동) 전화번호는 02-372-6204 입니다."
2745,서울 은평구 역촌동,"병원명은 이레알찬정형외과의원 주소는 서울특별시 은평구 연서로 134, 신성빌딩 4,5층 (역촌동) 전화번호는 02-359-9500 입니다."
2746,서울 은평구 불광동,"병원명은 이태준김재민내과의원 주소는 서울특별시 은평구 연서로 277, 지1,1,2층 (불광동) 전화번호는 02-359-6397 입니다."
2747,서울 은평구 응암동,"병원명은 이해진소아청소년과의원 주소는 서울특별시 은평구 은평로 142, (응암동) 전화번호는 정보없음 입니다."
2748,서울 은평구 불광동,"병원명은 인제의원 주소는 서울특별시 은평구 연서로 246, 7층 (불광동) 전화번호는 02-359-8381 입니다."
2749,서울 은평구 역촌동,"병원명은 임현성내과의원 주소는 서울특별시 은평구 진흥로 97, 2,3층 (역촌동) 전화번호는 02-386-8275 입니다."
2750,서울 은평구 증산동,"병원명은 정성채내과의원 주소는 서울특별시 은평구 증산서길 159, (증산동) 전화번호는 02-306-8288 입니다."
2751,서울 은평구 불광동,"병원명은 정승기정형외과의원 주소는 서울특별시 은평구 통일로 710, (불광동) 전화번호는 02-358-2458 입니다."
2752,서울 은평구 갈현동,"병원명은 정원의원 주소는 서울특별시 은평구 갈현로 255, 2층 (갈현동) 전화번호는 02-386-8051 입니다."
2753,서울 은평구 대조동,"병원명은 제일가정의학과의원 주소는 서울특별시 은평구 통일로 723, 2층 (대조동) 전화번호는 02-357-2175 입니다."
2754,서울 은평구 응암동,"병원명은 조소아과의원 주소는 서울특별시 은평구 응암로22길 8, 2층 (응암동) 전화번호는 02-305-3632 입니다."
2755,서울 은평구 갈현동,"병원명은 조은내과의원 주소는 서울특별시 은평구 갈현로 258, 2층 (갈현동) 전화번호는 02-355-5478 입니다."
2756,서울 은평구 갈현동,"병원명은 조은성모의원 주소는 서울특별시 은평구 통일로87길 12-1, (갈현동) 전화번호는 02-385-0413 입니다."
2757,서울 은평구 불광동,"병원명은 조은이비인후과의원 주소는 서울특별시 은평구 연서로 246, 2층 (불광동) 전화번호는 02-355-0333 입니다."
2758,서울 은평구 역촌동,"병원명은 좋은이비인후과의원 주소는 서울특별시 은평구 역말로 40, 3층 (역촌동, 무궁화빌딩) 전화번호는 02-358-8275 입니다."
2759,서울 은평구 구산동,"병원명은 준이비인후과의원 주소는 서울특별시 은평구 연서로 137, 2층 (구산동, 영진빌딩) 전화번호는 02-386-1125 입니다."
2760,서울 은평구 증산동,"병원명은 증산의원 주소는 서울특별시 은평구 증산서길 95, (증산동) 전화번호는 02-303-0066 입니다."
2761,서울 은평구 진관동,"병원명은 지앤선소아청소년과의원 주소는 서울특별시 은평구 진관2로 15-46, 705,706호 (진관동, 메트로프라자) 전화번호는 02-382-1175 입니다."
2762,서울 은평구 역촌동,"병원명은 지혜소아청소년과의원 주소는 서울특별시 은평구 연서로 35, 1층 (역촌동) 전화번호는 02-386-6781 입니다."
2763,서울 은평구 불광동,"병원명은 진이비인후과의원 주소는 서울특별시 은평구 불광로 60, 불광동라비앙프라자 202호 (불광동) 전화번호는 02-385-1675 입니다."
2764,서울 은평구 응암동,"병원명은 참조은이비인후과의원 주소는 서울특별시 은평구 은평로 121, 3층 (응암동) 전화번호는 02-382-3700 입니다."
2765,서울 은평구 신사동,"병원명은 최성환이비인후과의원 주소는 서울특별시 은평구 갈현로 8, 402호 (신사동,신창메디칼빌딩) 전화번호는 02-357-6641 입니다."
2766,서울 은평구 녹번동,"병원명은 최원호병원 주소는 서울특별시 은평구 서오릉로 45, 최원호병원 (녹번동) 전화번호는 1588-3797 입니다."
2767,서울 은평구 대조동,"병원명은 코앤코이비인후과의원 주소는 서울특별시 은평구 연서로 222, (대조동, 유니온빌딩 302호) 전화번호는 02-356-2525 입니다."
2768,서울 은평구 신사동,"병원명은 튼튼소아과의원 주소는 서울특별시 은평구 은평터널로 196, 2층 (신사동) 전화번호는 02-305-3875 입니다."
2769,서울 은평구 구산동,"병원명은 하나효요양병원 주소는 서울특별시 은평구 서오릉로 149, 세웅그룹빌딩 3~9층 (구산동) 전화번호는 02-356-7007 입니다."
2770,서울 은평구 갈현동,"병원명은 하늘향기한의원 주소는 서울특별시 은평구 통일로 857, 동우빌딩 2층 (갈현동) 전화번호는 02-383-7555 입니다."
2771,서울 은평구 응암동,"병원명은 한국효요양병원 주소는 서울특별시 은평구 은평로 170, 6층,7층,8층 (응암동, 상현빌딩동) 전화번호는 02-352-3552 입니다."
2772,서울 은평구 응암동,"병원명은 한마음이비인후과의원 주소는 서울특별시 은평구 은평로 136, 1,2층 (응암동) 전화번호는 02-354-8275 입니다."
2773,서울 은평구 역촌동,"병원명은 한빛내과의원 주소는 서울특별시 은평구 진흥로1길 23, 2층 (역촌동) 전화번호는 02-356-7585 입니다."
2774,서울 은평구 갈현동,"병원명은 한빛한의원 주소는 서울특별시 은평구 갈현로 223, 101호 (갈현동) 전화번호는 02-357-1575 입니다."
2775,서울 은평구 역촌동,"병원명은 홍가정의학과의원 주소는 서울특별시 은평구 갈현로 81, (역촌동, 그린빌딩) 전화번호는 02-387-7565 입니다."
2776,서울 은평구 불광동,"병원명은 홍석호내과의원 주소는 서울특별시 은평구 통일로 730, 3층 301호 (불광동, 보광빌딩) 전화번호는 02-357-0240 입니다."
2777,서울 은평구 갈현동,"병원명은 활기찬정형외과의원 주소는 서울특별시 은평구 통일로 875, (갈현동, B1층일부,2~5층,6층일부) 전화번호는 02-385-8875 입니다."
2778,서울 종로구 홍파동,"병원명은 경희궁비뇨의학과의원 주소는 서울특별시 종로구 송월길 99, 2219호 (홍파동, 경희궁자이 2단지) 전화번호는 02-722-7550 입니다."
2779,서울 종로구 홍파동,"병원명은 경희궁튼튼소아청소년과의원 주소는 서울특별시 종로구 송월길 99, 2217호호 (홍파동, 경희궁자이) 전화번호는 02-737-7585 입니다."
2780,서울 종로구 창성동,"병원명은 곽내과의원 주소는 서울특별시 종로구 자하문로 58, 3층 (창성동) 전화번호는 정보없음 입니다."
2781,서울 종로구 세종로,"병원명은 광화문닥터김이비인후과의원 주소는 서울특별시 종로구 세종대로 159, 6층 (세종로) 전화번호는 02-736-5505 입니다."
2782,서울 종로구 적선동,"병원명은 광화문하나이비인후과의원 주소는 서울특별시 종로구 자하문로2길 4, 5층 (적선동, 경복빌딩) 전화번호는 02-722-6087 입니다."
2783,서울 종로구 명륜,"병원명은 김패밀리의원 주소는 서울특별시 종로구 성균관로 49-1, (명륜3가) 전화번호는 02-765-1777 입니다."
2784,서울 종로구 종로,"병원명은 꽃길의원 주소는 서울특별시 종로구 대학로 1, 경인빌딩 201호 (종로5가) 전화번호는 02-747-4230 입니다."
2785,서울 종로구 종로,"병원명은 더영의원 주소는 서울특별시 종로구 종로 78, 502호 (종로2가, 미려빌딩) 전화번호는 02-722-1854 입니다."
2786,서울 종로구 내자동,"병원명은 도반한방병원 주소는 서울특별시 종로구 새문안로5가길 33, 포레스트빌딩 2~12층,14층일부 (내자동) 전화번호는 정보없음 입니다."
2787,서울 종로구 평창동,"병원명은 로이병원 주소는 서울특별시 종로구 평창문화로 75, 글로리아타운 2층일부,3,5층 (평창동) 전화번호는 02-1644-7541 입니다."
2788,서울 종로구 동숭동,"병원명은 마로니에이비인후과의원 주소는 서울특별시 종로구 대학로 128, 4층 (동숭동) 전화번호는 02-766-0077 입니다."
2789,서울 종로구 신문로,"병원명은 메디홈가정의학과의원 주소는 서울특별시 종로구 새문안로 103, 4층 (신문로1가) 전화번호는 02-725-7582 입니다."
2790,서울 종로구 숭인동,"병원명은 문이비인후과의원 주소는 서울특별시 종로구 종로 347, 204호 (숭인동, 롯데캐슬상가) 전화번호는 정보없음 입니다."
2791,서울 종로구 청진동,"병원명은 백민의원 주소는 서울특별시 종로구 종로 33, 타워1동 401호 (청진동, 그랑서울) 전화번호는 02-3789-1937 입니다."
2792,서울 종로구 창신동,"병원명은 삼성바른내과의원 주소는 서울특별시 종로구 지봉로 37-1, 2층 (창신동) 전화번호는 02-744-2479 입니다."
2793,서울 종로구 종로,"병원명은 삼성보스톤내과의원 주소는 서울특별시 종로구 종로 261, 3,4,5층 (종로6가) 전화번호는 02-741-8275 입니다."
2794,서울 종로구 숭인동,"병원명은 새희망내과의원 주소는 서울특별시 종로구 종로 347, 201호 (숭인동, 롯데캐슬 천지인) 전화번호는 02-747-7975 입니다."
2795,서울 종로구 당주동,"병원명은 서울귀한이비인후과의원 주소는 서울특별시 종로구 새문안로3길 15, 동원빌딩 3층 (당주동) 전화번호는 02-739-8206 입니다."
2796,서울 종로구 연건동,"병원명은 서울대학교병원 주소는 서울특별시 종로구 대학로 101, (연건동) 전화번호는 02-1588-5700 입니다."
2797,서울 종로구 안국동,"병원명은 서울듀크의원 주소는 서울특별시 종로구 율곡로 47, 3층 (안국동, 걸스카웃회관) 전화번호는 02-737-7900 입니다."
2798,서울 종로구 숭인동,"병원명은 서울삼성내과의원 주소는 서울특별시 종로구 종로 344, 302호 (숭인동, 종로대우디오빌) 전화번호는 02-2234-3546 입니다."
2799,서울 종로구 종로,"병원명은 서울삼성재활의학과의원 주소는 서울특별시 종로구 종로 234-1, 2층 (종로5가) 전화번호는 02-2278-1396 입니다."
2800,서울 종로구 숭인동,"병원명은 서울숭인병원 주소는 서울특별시 종로구 종로 386, 6.7.8.9층 (숭인동) 전화번호는 02-737-7582 입니다."
2801,서울 종로구 홍지동,"병원명은 세검정한의원 주소는 서울특별시 종로구 세검정로6길 8, (홍지동) 전화번호는 02-394-7182 입니다."
2802,서울 종로구 무악동,"병원명은 세란병원 주소는 서울특별시 종로구 통일로 256, (무악동) 전화번호는 1577-1987 입니다."
2803,서울 종로구 숭인동,"병원명은 소화연세소아청소년과의원 주소는 서울특별시 종로구 지봉로8길 54, 2층 (숭인동, 중앙빌딩) 전화번호는 02-744-5885 입니다."
2804,서울 종로구 평창동,"병원명은 신영연세의원 주소는 서울특별시 종로구 평창11길 3, (평창동) 전화번호는 02-379-6713 입니다."
2805,서울 종로구 창신동,"병원명은 신중호내과의원 주소는 서울특별시 종로구 지봉로 61-1, (창신동) 전화번호는 02-3675-1763 입니다."
2806,서울 종로구 종로,"병원명은 연세다나이비인후과의원 주소는 서울특별시 종로구 종로 19, 322호,323호 (종로1가, 르메이에르종로타운) 전화번호는 02-2075-5075 입니다."
2807,서울 종로구 신문로,"병원명은 연세메트로비뇨기과의원 주소는 서울특별시 종로구 새문안로 89, 905호 (신문로1가, 용마빌딩) 전화번호는 02-738-9115 입니다."
2808,서울 종로구 혜화동,"병원명은 연세소아청소년과의원 주소는 서울특별시 종로구 혜화로 4, 5층 (혜화동, 산곡빌딩) 전화번호는 02-765-7582 입니다."
